Date,Rendement_Bitcoin,Rendement_gold,Rendement_nvidia
2021-04-15,878.02438956637673,115.62070545121392,269.03967989329777
2021-04-16,852.51951443095641,116.49761141286565,265.30510170056687
2021-04-17,833.93844273452032,,
2021-04-18,780.67585210700292,,
2021-04-19,772.8839689991388,115.86938027615994,256.11870623541182
2021-04-20,784.51068085224586,116.37981807473335,252.93431143714577
2021-04-21,747.52354232062,117.34179700281395,256.08536178726246
2021-04-22,718.48523570099167,116.61540475099798,247.58252750916972
2021-04-23,710.3475096530459,116.34055362868922,254.50150050016674
2021-04-24,695.69849162476737,,
2021-04-25,680.06889080252222,,
2021-04-26,750.30556404344566,116.49106733852497,258.05268422807603
2021-04-27,764.41706714075394,116.40599437209606,256.45215071690563
2021-04-28,761.70726964637913,116.08533472940255,254.70156718906307
2021-04-29,743.92066446290175,115.71886656632419,255.50183394464824
2021-04-30,801.69310258618293,115.67960212028009,250.25008336112035
2021-05-01,802.898691630323,,
2021-05-02,786.18572738131616,,
2021-05-03,794.04705686269062,117.25672403638505,247.36578859619874
2021-05-04,746.43045640156674,116.22276029055692,239.26308769589863
2021-05-05,797.817994944304,116.76591846083373,241.06368789596533
2021-05-06,783.43009528042444,118.82075780380865,242.13071023674559
2021-05-07,796.372121447818,119.84163340095544,246.94898299433149
2021-05-08,817.24631239756661,,
2021-05-09,808.88774688185788,,
2021-05-10,775.70071390871965,120.25391008441856,237.84594864954985
2021-05-11,787.46215172643679,120.15574896930829,238.51283761253751
2021-05-12,685.91071974221506,119.28538708199726,229.39313104368125
2021-05-13,690.36084335675991,119.36391597408547,227.82594198066028
2021-05-14,692.23867329648044,120.28663045612198,237.462487495832
2021-05-15,648.75135420428342,,
2021-05-16,644.82902302841751,,
2021-05-17,604.75707658546071,122.2171323866239,236.16205401800602
2021-05-18,595.81238367732442,122.24330868398665,233.67789263087695
2021-05-19,510.02111169754716,123.12675871997907,234.51150383461155
2021-05-20,565.53237589933042,123.15293501734182,243.63121040346783
2021-05-21,518.03383427317419,122.8126431516262,249.94998332777593
2021-05-22,520.1297258257174,,
2021-05-23,481.67587988555232,,
2021-05-24,538.21772827022971,123.3230809501996,260.28676225408469
2021-05-25,533.04675129864722,124.206530986192,260.88696232077359
2021-05-26,545.14292063668427,124.41594136509391,261.75391797265758
2021-05-27,533.58843301202819,124.05601727635627,258.21940646882291
2021-05-28,495.32625906275172,124.68424841306198,270.84028009336447
2021-05-29,480.355009861385,,
2021-05-30,495.19153309814163,,
2021-05-31,518.05050140281674,124.66461619003992,
2021-06-01,509.56415455984887,124.66461619003992,271.17372457485828
